variable,edu_a,edu_b,n_a,n_b,u_stat,p_value,p_bonf,significant_bonf,rank_biserial_r
audit_8,22.0,25.0,29,9,164.5,0.22179435560549898,1.0,False,-0.26053639846743293
who5_3,5.0,8.0,39,48,751.5,0.10332016590166289,1.0,False,0.19711538461538458
who5_3,5.0,13.0,39,58,955.5,0.18399384823631604,1.0,False,0.15517241379310343
who5_3,5.0,18.0,39,38,751.5,0.9167053011154517,1.0,False,-0.014170040485830038
who5_3,5.0,22.0,39,29,283.5,0.0003133713405526442,0.004700570108289663,True,0.49867374005305043
who5_3,5.0,25.0,39,9,37.5,0.00016241632361839044,0.0024362448542758564,True,0.7863247863247863
who5_3,8.0,13.0,48,58,1426.5,0.8237769754668417,1.0,False,-0.024784482758620774
who5_3,8.0,18.0,48,38,1070.0,0.1603477015082192,1.0,False,-0.17324561403508776
who5_3,8.0,22.0,48,29,515.5,0.05033303917744478,0.7549955876616716,False,0.25933908045977017
who5_3,8.0,25.0,48,9,89.5,0.004049314468645199,0.06073971702967799,False,0.5856481481481481
who5_3,13.0,18.0,58,38,1235.5,0.30764394906376613,1.0,False,-0.12114337568058087
who5_3,13.0,22.0,58,29,615.5,0.036706658431383196,0.5505998764707479,False,0.26813317479191434
who5_3,13.0,25.0,58,9,109.5,0.003975820773749658,0.059637311606244865,False,0.5804597701149425
who5_3,18.0,22.0,38,29,325.5,0.0035753270636432744,0.053629905954649115,False,0.40925589836660614
who5_3,18.0,25.0,38,9,56.5,0.001531906177690582,0.022978592665358732,True,0.6695906432748537
who5_3,22.0,25.0,29,9,74.5,0.041676197168156064,0.625142957522341,False,0.4291187739463601
pgsi_6,5.0,8.0,39,48,1042.0,0.3354901367130346,1.0,False,-0.11324786324786329
pgsi_6,5.0,13.0,39,58,1563.0,0.00018365797632823218,0.0027548696449234827,True,-0.38196286472148544
pgsi_6,5.0,18.0,39,38,964.0,0.010640666831844076,0.15961000247766113,False,-0.30094466936572206
pgsi_6,5.0,22.0,39,29,780.0,0.0032639657126683217,0.048959485690024826,True,-0.3793103448275863
pgsi_6,5.0,25.0,39,9,230.0,0.12546331777193287,1.0,False,-0.3105413105413106
pgsi_6,8.0,13.0,48,58,1844.5,0.0007895171361920892,0.011842757042881338,True,-0.32507183908045967
pgsi_6,8.0,18.0,48,38,1126.5,0.03691472268190622,0.5537208402285934,False,-0.23519736842105265
pgsi_6,8.0,22.0,48,29,923.5,0.00815559217084279,0.12233388256264184,False,-0.32686781609195403
pgsi_6,8.0,25.0,48,9,268.5,0.22148116551216834,1.0,False,-0.24305555555555558
pgsi_6,13.0,18.0,58,38,1016.0,0.3987529814693995,1.0,False,0.07803992740471866
pgsi_6,13.0,22.0,58,29,800.0,0.631386794202914,1.0,False,0.04875148632580262
pgsi_6,13.0,25.0,58,9,217.5,0.29951884857804045,1.0,False,0.16666666666666663
pgsi_6,18.0,22.0,38,29,571.0,0.7590714098708831,1.0,False,-0.0362976406533575
pgsi_6,18.0,25.0,38,9,158.5,0.6937526145470447,1.0,False,0.07309941520467833
pgsi_6,22.0,25.0,29,9,113.0,0.4776438171789883,1.0,False,0.13409961685823757
mspss_7,5.0,8.0,39,48,962.0,0.8234988398869979,1.0,False,-0.02777777777777768
mspss_7,5.0,13.0,39,58,1210.5,0.553537575953769,1.0,False,-0.07029177718832891
mspss_7,5.0,18.0,39,38,821.0,0.4061909959085308,1.0,False,-0.10796221322537103
mspss_7,5.0,22.0,39,29,312.5,0.0011317757674525228,0.01697663651178784,True,0.4473916887709991
mspss_7,5.0,25.0,39,9,29.5,5.634146110070147e-05,0.0008451219165105221,True,0.8319088319088319
mspss_7,8.0,13.0,48,58,1474.0,0.5979567310419688,1.0,False,-0.05890804597701149
mspss_7,8.0,18.0,48,38,1002.5,0.4265812528332322,1.0,False,-0.09923245614035081
mspss_7,8.0,22.0,48,29,444.0,0.0058669879848198166,0.08800481977229725,False,0.3620689655172413
mspss_7,8.0,25.0,48,9,65.0,0.0007057552821456201,0.010586329232184302,True,0.6990740740740741
mspss_7,13.0,18.0,58,38,1162.5,0.6460775017789846,1.0,False,-0.0549001814882033
mspss_7,13.0,22.0,58,29,560.5,0.007902986952222394,0.1185448042833359,False,0.3335315101070154
mspss_7,13.0,25.0,58,9,97.5,0.001812072249570265,0.027181083743553974,True,0.6264367816091954
mspss_7,18.0,22.0,38,29,333.0,0.0037350989251908255,0.05602648387786238,False,0.39564428312159705
mspss_7,18.0,25.0,38,9,53.5,0.0010560596471852716,0.015840894707779073,True,0.6871345029239766
mspss_7,22.0,25.0,29,9,101.0,0.1980806619128298,1.0,False,0.22605363984674332
pcl5_6,5.0,8.0,39,48,905.0,0.7417658740767167,1.0,False,0.03311965811965811
pcl5_6,5.0,13.0,39,58,663.5,0.00014850379363382754,0.0022275569045074133,True,0.41335101679929265
pcl5_6,5.0,18.0,39,38,597.0,0.08076844665827566,1.0,False,0.19433198380566796
pcl5_6,5.0,22.0,39,29,483.0,0.21579542782637506,1.0,False,0.1458885941644562
pcl5_6,5.0,25.0,39,9,166.5,0.7755456023136005,1.0,False,0.05128205128205132
pcl5_6,8.0,13.0,48,58,860.0,0.00018539582720043517,0.0027809374080065277,True,0.382183908045977
pcl5_6,8.0,18.0,48,38,760.5,0.11742131252235583,1.0,False,0.16611842105263153
pcl5_6,8.0,22.0,48,29,619.0,0.3304195944016597,1.0,False,0.11063218390804597
pcl5_6,8.0,25.0,48,9,213.0,0.9455904268675357,1.0,False,0.01388888888888884
pcl5_6,13.0,18.0,58,38,1320.0,0.07641559648919974,1.0,False,-0.19782214156079858
pcl5_6,13.0,22.0,58,29,1086.0,0.017406028521409586,0.2610904278211438,False,-0.2913198573127229
pcl5_6,13.0,25.0,58,9,361.5,0.04828254347318206,0.7242381520977309,False,-0.38505747126436773
pcl5_6,18.0,22.0,38,29,590.0,0.5772477327423426,1.0,False,-0.07078039927404722
pcl5_6,18.0,25.0,38,9,198.0,0.4102675758922494,1.0,False,-0.1578947368421053
pcl5_6,22.0,25.0,29,9,144.0,0.6025319076669244,1.0,False,-0.10344827586206895
